"Program","Year","Period","Geo.Level","State","State.ANSI","Commodity","Type","Operation_Measure","Domain","Category_Type","Details","Value","CV...."
"CENSUS",2021,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"76.7"
"CENSUS",2021,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"68.3"
"CENSUS",2021,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"68.3"
"CENSUS",2021,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",734,"89.2"
"CENSUS",2021,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",734,"89.2"
"CENSUS",2021,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"68.3"
"CENSUS",2021,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",734,"89.2"
"CENSUS",2021,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",10,"67.5"
"CENSUS",2021,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",9,"72.1"
"CENSUS",2021,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",9,"72.1"
"CENSUS",2021,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",360,"68.4"
"CENSUS",2021,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",360,"68.4"
"CENSUS",2021,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",9,"72.1"
"CENSUS",2021,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",360,"68.4"
"CENSUS",2021,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"70.4"
"CENSUS",2021,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"70.4"
"CENSUS",2021,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"70.4"
"CENSUS",2021,"YEAR","STATE","OREGON",41,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",27,"(H)"
"CENSUS",2021,"YEAR","STATE","OREGON",41,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",26,"54.2"
"CENSUS",2021,"YEAR","STATE","OREGON",41,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",26,"54.2"
"CENSUS",2021,"YEAR","STATE","OREGON",41,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",26,"54.2"
"CENSUS",2021,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"45.7"
"CENSUS",2021,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",27,"48.1"
"CENSUS",2021,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",27,"48.1"
"CENSUS",2021,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",522,"49.0"
"CENSUS",2021,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",522,"49.0"
"CENSUS",2021,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",27,"48.1"
"CENSUS",2021,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",522,"49.0"
"CENSUS",2021,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"(H)"
"CENSUS",2021,"YEAR","STATE","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"(H)"
"CENSUS",2021,"YEAR","STATE","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"(H)"
"CENSUS",2021,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"(H)"
"CENSUS",2021,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"(H)"
"CENSUS",2021,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"(H)"
"CENSUS",2021,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",33,"43.3"
"CENSUS",2021,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",31,"38.8"
"CENSUS",2021,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",31,"38.8"
"CENSUS",2021,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",31,"38.8"
"CENSUS",2021,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",40,"41.1"
"CENSUS",2021,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",49,"25.1"
"CENSUS",2021,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",49,"25.1"
"CENSUS",2021,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",49,"25.1"
"CENSUS",2021,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"73.0"
"CENSUS",2021,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC, PROCESSING","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",80,"82.3"
"CENSUS",2021,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,"73.6"
"CENSUS",2021,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",28,"31.3"
"CENSUS",2021,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",28,"31.3"
"CENSUS",2021,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",426,"82.8"
"CENSUS",2021,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",426,"82.8"
"CENSUS",2021,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",28,"31.3"
"CENSUS",2021,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",426,"82.8"
"CENSUS",2019,"YEAR","NATIONAL","US TOTAL",-1,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",580,"2.7"
"CENSUS",2019,"YEAR","NATIONAL","US TOTAL",-1,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",580,"2.7"
"CENSUS",2019,"YEAR","NATIONAL","US TOTAL",-1,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",568,"2.8"
"CENSUS",2019,"YEAR","NATIONAL","US TOTAL",-1,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",30,"34.8"
"CENSUS",2019,"YEAR","STATE","ALABAMA",1,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"30.4"
"CENSUS",2019,"YEAR","STATE","ALABAMA",1,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"30.4"
"CENSUS",2019,"YEAR","STATE","ALABAMA",1,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"30.4"
"CENSUS",2019,"YEAR","STATE","ALABAMA",1,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2019,"YEAR","STATE","ARIZONA",4,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2019,"YEAR","STATE","ARIZONA",4,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2019,"YEAR","STATE","ARIZONA",4,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",174,"8.0"
"CENSUS",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",174,"8.0"
"CENSUS",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",170,"8.0"
"CENSUS",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",15,"39.7"
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"45.6"
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"47.2"
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"47.2"
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",62,"52.1"
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",62,"52.1"
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"47.2"
"CENSUS",2019,"YEAR","STATE","COLORADO",8,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",62,"52.1"
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"36.7"
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,"15.7"
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,"15.7"
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",181,"33.3"
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",177,"33.4"
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,"15.7"
"CENSUS",2019,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",177,"33.8"
"CENSUS",2019,"YEAR","STATE","FLORIDA",12,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",680,"79.0"
"CENSUS",2019,"YEAR","STATE","FLORIDA",12,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,"30.4"
"CENSUS",2019,"YEAR","STATE","FLORIDA",12,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,"30.4"
"CENSUS",2019,"YEAR","STATE","FLORIDA",12,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,"30.4"
"CENSUS",2019,"YEAR","STATE","GEORGIA",13,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"30.4"
"CENSUS",2019,"YEAR","STATE","GEORGIA",13,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"30.4"
"CENSUS",2019,"YEAR","STATE","GEORGIA",13,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"30.4"
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"(H)"
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"42.5"
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"42.5"
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",100,"(H)"
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",100,"(H)"
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"39.8"
"CENSUS",2019,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",100,"38.9"
"CENSUS",2019,"YEAR","STATE","ILLINOIS",17,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"24.6"
"CENSUS",2019,"YEAR","STATE","ILLINOIS",17,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"24.6"
"CENSUS",2019,"YEAR","STATE","ILLINOIS",17,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"24.6"
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,"61.3"
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"24.6"
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"24.6"
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",288,"56.2"
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",288,"56.2"
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"24.6"
"CENSUS",2019,"YEAR","STATE","INDIANA",18,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",288,"56.2"
"CENSUS",2019,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"38.0"
"CENSUS",2019,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"38.0"
"CENSUS",2019,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",70,"59.2"
"CENSUS",2019,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",70,"59.2"
"CENSUS",2019,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"38.0"
"CENSUS",2019,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",70,"59.2"
"CENSUS",2019,"YEAR","STATE","KANSAS",20,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"69.8"
"CENSUS",2019,"YEAR","STATE","KANSAS",20,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"69.8"
"CENSUS",2019,"YEAR","STATE","KANSAS",20,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"69.8"
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"94.6"
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"43.9"
